beds,date,price
0.0,2021-02-23,70.38518518518518
0.0,2021-02-24,70.44259259259259
0.0,2021-02-25,70.47962962962963
0.0,2021-02-26,71.62222222222222
0.0,2021-02-27,71.6537037037037
0.0,2021-02-28,70.52037037037037
0.0,2021-03-01,70.10740740740741
0.0,2021-03-02,70.10740740740741
0.0,2021-03-03,70.12037037037037
0.0,2021-03-04,69.22037037037038
0.0,2021-03-05,71.57222222222222
0.0,2021-03-06,71.57962962962964
0.0,2021-03-07,70.45555555555555
0.0,2021-03-08,70.4574074074074
0.0,2021-03-09,71.35185185185185
0.0,2021-03-10,71.8462962962963
0.0,2021-03-11,71.87592592592593
0.0,2021-03-12,71.67962962962963
0.0,2021-03-13,72.97037037037038
0.0,2021-03-14,70.9074074074074
0.0,2021-03-15,69.99074074074075
0.0,2021-03-16,70.01481481481481
0.0,2021-03-17,70.02037037037037
0.0,2021-03-18,69.22222222222223
0.0,2021-03-19,71.56851851851852
0.0,2021-03-20,71.57777777777778
0.0,2021-03-21,70.04629629629629
0.0,2021-03-22,69.97777777777777
0.0,2021-03-23,69.97777777777777
0.0,2021-03-24,69.98333333333333
0.0,2021-03-25,69.99074074074075
0.0,2021-03-26,70.46296296296296
0.0,2021-03-27,71.77962962962962
0.0,2021-03-28,70.66851851851852
0.0,2021-03-29,70.6962962962963
0.0,2021-03-30,70.6962962962963
0.0,2021-03-31,70.69444444444444
0.0,2021-04-01,71.01851851851852
0.0,2021-04-02,72.53888888888889
0.0,2021-04-03,72.55185185185185
0.0,2021-04-04,71.45185185185186
0.0,2021-04-05,71.41111111111111
0.0,2021-04-06,70.71851851851852
0.0,2021-04-07,70.72222222222223
0.0,2021-04-08,70.5962962962963
0.0,2021-04-09,72.15925925925926
0.0,2021-04-10,72.15185185185184
0.0,2021-04-11,71.09074074074074
0.0,2021-04-12,70.7388888888889
0.0,2021-04-13,70.72222222222223
0.0,2021-04-14,70.72592592592592
0.0,2021-04-15,69.78148148148148
0.0,2021-04-16,70.50925925925925
0.0,2021-04-17,71.80925925925926
0.0,2021-04-18,70.66481481481482
0.0,2021-04-19,71.12962962962963
0.0,2021-04-20,71.13148148148149
0.0,2021-04-21,71.13518518518518
0.0,2021-04-22,71.14444444444445
0.0,2021-04-23,71.79814814814814
0.0,2021-04-24,71.81111111111112
0.0,2021-04-25,70.68703703703704
0.0,2021-04-26,71.63518518518518
0.0,2021-04-27,72.43518518518519
0.0,2021-04-28,72.51666666666667
0.0,2021-04-29,72.50740740740741
0.0,2021-04-30,72.71481481481482
0.0,2021-05-01,72.51851851851852
0.0,2021-05-02,71.67407407407407
0.0,2021-05-03,71.6574074074074
0.0,2021-05-04,71.55555555555556
0.0,2021-05-05,70.93333333333334
0.0,2021-05-06,71.28148148148148
0.0,2021-05-07,71.85185185185185
0.0,2021-05-08,71.86296296296297
0.0,2021-05-09,70.84814814814816
0.0,2021-05-10,72.14444444444445
0.0,2021-05-11,72.13333333333334
0.0,2021-05-12,72.1537037037037
0.0,2021-05-13,72.33888888888889
0.0,2021-05-14,73.29629629629629
0.0,2021-05-15,73.30740740740741
0.0,2021-05-16,72.29629629629629
0.0,2021-05-17,72.00555555555556
0.0,2021-05-18,71.87222222222222
0.0,2021-05-19,71.87592592592593
0.0,2021-05-20,71.87962962962963
0.0,2021-05-21,72.06296296296296
0.0,2021-05-22,73.4462962962963
0.0,2021-05-23,72.37407407407407
0.0,2021-05-24,72.33703703703704
0.0,2021-05-25,72.21111111111111
0.0,2021-05-26,72.24444444444444
0.0,2021-05-27,72.25
0.0,2021-05-28,73.2388888888889
0.0,2021-05-29,73.25185185185185
0.0,2021-05-30,72.25
0.0,2021-05-31,72.24814814814815
0.0,2021-06-01,72.29444444444445
0.0,2021-06-02,72.29814814814814
0.0,2021-06-03,72.49444444444444
0.0,2021-06-04,73.48333333333333
0.0,2021-06-05,73.85925925925926
0.0,2021-06-06,72.84814814814816
0.0,2021-06-07,72.10185185185185
0.0,2021-06-08,71.5962962962963
0.0,2021-06-09,71.59814814814816
0.0,2021-06-10,71.60555555555555
0.0,2021-06-11,71.93148148148148
0.0,2021-06-12,73.21111111111111
0.0,2021-06-13,72.20185185185186
0.0,2021-06-14,71.97222222222223
0.0,2021-06-15,72.5111111111111
0.0,2021-06-16,72.51296296296296
0.0,2021-06-17,72.52037037037037
0.0,2021-06-18,72.46296296296296
0.0,2021-06-19,73.76666666666667
0.0,2021-06-20,72.32777777777778
0.0,2021-06-21,71.77962962962962
0.0,2021-06-22,71.88518518518518
0.0,2021-06-23,71.89074074074074
0.0,2021-06-24,71.7611111111111
0.0,2021-06-25,72.13518518518518
0.0,2021-06-26,73.43888888888888
0.0,2021-06-27,72.37592592592593
0.0,2021-06-28,71.84444444444445
0.0,2021-06-29,71.84444444444445
0.0,2021-06-30,71.84444444444445
0.0,2021-07-01,71.82222222222222
0.0,2021-07-02,72.0425925925926
0.0,2021-07-03,73.33518518518518
0.0,2021-07-04,72.27777777777777
0.0,2021-07-05,72.31296296296296
0.0,2021-07-06,72.32962962962964
0.0,2021-07-07,72.33333333333333
0.0,2021-07-08,72.33703703703704
0.0,2021-07-09,73.35555555555555
0.0,2021-07-10,73.36111111111111
0.0,2021-07-11,72.31111111111112
0.0,2021-07-12,72.30185185185185
0.0,2021-07-13,72.3
0.0,2021-07-14,72.3
0.0,2021-07-15,72.3
0.0,2021-07-16,73.35555555555555
0.0,2021-07-17,73.36111111111111
0.0,2021-07-18,72.38888888888889
0.0,2021-07-19,72.3
0.0,2021-07-20,72.3
0.0,2021-07-21,72.3
0.0,2021-07-22,72.30185185185185
0.0,2021-07-23,73.35740740740741
0.0,2021-07-24,73.36666666666666
0.0,2021-07-25,72.31481481481481
0.0,2021-07-26,72.30555555555556
0.0,2021-07-27,72.30555555555556
0.0,2021-07-28,72.30740740740741
0.0,2021-07-29,72.3462962962963
0.0,2021-07-30,73.37592592592593
0.0,2021-07-31,73.38703703703703
0.0,2021-08-01,72.37037037037037
0.0,2021-08-02,72.42222222222222
0.0,2021-08-03,72.41666666666667
0.0,2021-08-04,72.42037037037036
0.0,2021-08-05,72.42407407407407
0.0,2021-08-06,73.41111111111111
0.0,2021-08-07,73.41851851851852
0.0,2021-08-08,72.41481481481482
0.0,2021-08-09,72.40555555555555
0.0,2021-08-10,72.4
0.0,2021-08-11,72.4037037037037
0.0,2021-08-12,72.40925925925926
0.0,2021-08-13,73.41111111111111
0.0,2021-08-14,73.41851851851852
0.0,2021-08-15,72.41111111111111
0.0,2021-08-16,72.4037037037037
0.0,2021-08-17,72.39814814814815
0.0,2021-08-18,72.40185185185184
0.0,2021-08-19,72.43888888888888
0.0,2021-08-20,73.44074074074074
0.0,2021-08-21,73.45
0.0,2021-08-22,72.44259259259259
0.0,2021-08-23,72.45185185185186
0.0,2021-08-24,72.45
0.0,2021-08-25,72.45185185185186
0.0,2021-08-26,72.45555555555555
0.0,2021-08-27,73.46111111111111
0.0,2021-08-28,73.46851851851852
0.0,2021-08-29,72.44259259259259
1.0,2020-09-01,51.1589218328841
1.0,2020-09-02,51.16873315363881
1.0,2020-09-03,51.2933692722372
1.0,2020-09-04,52.36409703504043
1.0,2020-09-05,52.63342318059299
1.0,2020-09-06,51.71601078167116
1.0,2020-09-07,51.53800539083558
1.0,2020-09-08,51.536388140161726
1.0,2020-09-09,51.51805929919137
1.0,2020-09-10,51.48032345013477
1.0,2020-09-11,52.36409703504043
1.0,2020-09-12,52.406145552560645
1.0,2020-09-13,51.46619946091644
1.0,2020-09-14,51.49477088948787
1.0,2020-09-15,51.50199460916442
1.0,2020-09-16,51.52905660377358
1.0,2020-09-17,51.57530997304582
1.0,2020-09-18,52.97811320754717
1.0,2020-09-19,52.99363881401617
1.0,2020-09-20,52.07741239892183
1.0,2020-09-21,52.2111051212938
1.0,2020-09-22,51.89973045822102
1.0,2020-09-23,51.85973045822102
1.0,2020-09-24,52.17843665768194
1.0,2020-09-25,53.118490566037735
1.0,2020-09-26,53.299083557951484
1.0,2020-09-27,52.151590296495954
1.0,2020-09-28,51.91805929919138
1.0,2020-09-29,51.72657681940701
1.0,2020-09-30,51.75514824797844
1.0,2020-10-01,51.74026954177898
1.0,2020-10-02,52.62479784366577
1.0,2020-10-03,52.68032345013477
1.0,2020-10-04,51.73401617250674
1.0,2020-10-05,51.72161725067385
1.0,2020-10-06,51.71795148247978
1.0,2020-10-07,51.720862533692724
1.0,2020-10-08,51.7733692722372
1.0,2020-10-09,52.580377358490566
1.0,2020-10-10,52.64657681940701
1.0,2020-10-11,51.739838274932616
1.0,2020-10-12,51.8188679245283
1.0,2020-10-13,51.82900269541779
1.0,2020-10-14,51.81272237196765
1.0,2020-10-15,51.82878706199461
1.0,2020-10-16,52.64032345013477
1.0,2020-10-17,52.678274932614556
1.0,2020-10-18,51.62932614555256
1.0,2020-10-19,51.627277628032346
1.0,2020-10-20,51.65574123989218
1.0,2020-10-21,51.655309973045824
1.0,2020-10-22,51.66943396226415
1.0,2020-10-23,52.4900269541779
1.0,2020-10-24,52.485175202156334
1.0,2020-10-25,51.58253369272237
1.0,2020-10-26,51.7244204851752
1.0,2020-10-27,51.74867924528302
1.0,2020-10-28,51.769272237196766
1.0,2020-10-29,51.781132075471696
1.0,2020-10-30,52.56722371967655
1.0,2020-10-31,52.62145552560647
1.0,2020-11-01,51.506630727762804
1.0,2020-11-02,51.5155795148248
1.0,2020-11-03,51.52894878706199
1.0,2020-11-04,51.535525606469
1.0,2020-11-05,51.558814016172505
1.0,2020-11-06,52.37369272237197
1.0,2020-11-07,52.394393530997306
1.0,2020-11-08,51.395579514824796
1.0,2020-11-09,51.44840970350404
1.0,2020-11-10,51.48291105121294
1.0,2020-11-11,51.500161725067386
1.0,2020-11-12,51.52905660377358
1.0,2020-11-13,52.33735849056604
1.0,2020-11-14,52.36431266846361
1.0,2020-11-15,51.36851752021563
1.0,2020-11-16,51.44711590296496
1.0,2020-11-17,51.47256064690027
1.0,2020-11-18,51.50339622641509
1.0,2020-11-19,51.53045822102426
1.0,2020-11-20,52.36021563342318
1.0,2020-11-21,52.39654986522911
1.0,2020-11-22,51.427601078167115
1.0,2020-11-23,51.482695417789756
1.0,2020-11-24,51.53013477088949
1.0,2020-11-25,51.579191374663075
1.0,2020-11-26,51.61800539083558
1.0,2020-11-27,52.53261455525607
1.0,2020-11-28,52.546954177897575
1.0,2020-11-29,51.43299191374663
1.0,2020-11-30,51.48312668463612
1.0,2020-12-01,51.544474393531
1.0,2020-12-02,51.55633423180593
1.0,2020-12-03,51.607115902964956
1.0,2020-12-04,52.53455525606469
1.0,2020-12-05,52.56377358490566
1.0,2020-12-06,51.49423180592992
1.0,2020-12-07,51.53369272237197
1.0,2020-12-08,51.548140161725065
1.0,2020-12-09,51.547924528301884
1.0,2020-12-10,51.58857142857143
1.0,2020-12-11,52.50522911051213
1.0,2020-12-12,52.53142857142857
1.0,2020-12-13,51.49768194070081
1.0,2020-12-14,51.54242587601078
1.0,2020-12-15,51.55989218328841
1.0,2020-12-16,51.565498652291105
1.0,2020-12-17,51.6010781671159
1.0,2020-12-18,52.518706199460915
1.0,2020-12-19,52.57132075471698
1.0,2020-12-20,51.699299191374664
1.0,2020-12-21,51.854770889487874
1.0,2020-12-22,51.98695417789757
1.0,2020-12-23,52.169487870619946
1.0,2020-12-24,52.434501347708895
1.0,2020-12-25,53.833423180592995
1.0,2020-12-26,54.04140161725067
1.0,2020-12-27,53.46695417789758
1.0,2020-12-28,53.4856064690027
1.0,2020-12-29,53.9399460916442
1.0,2020-12-30,54.89595687331536
1.0,2020-12-31,55.91654986522911
1.0,2021-01-01,55.155795148247975
1.0,2021-01-02,54.66167115902965
1.0,2021-01-03,53.20345013477089
1.0,2021-01-04,52.53530997304582
1.0,2021-01-05,52.39870619946092
1.0,2021-01-06,52.36053908355795
1.0,2021-01-07,52.390296495956875
1.0,2021-01-08,53.169164420485174
1.0,2021-01-09,53.197628032345015
1.0,2021-01-10,52.28916442048518
1.0,2021-01-11,52.19536388140162
1.0,2021-01-12,52.193746630727766
1.0,2021-01-13,52.22199460916442
1.0,2021-01-14,52.44
1.0,2021-01-15,53.498760107816715
1.0,2021-01-16,53.522695417789755
1.0,2021-01-17,52.625983827493265
1.0,2021-01-18,52.684743935309974
1.0,2021-01-19,52.718167115902965
1.0,2021-01-20,52.690026954177895
1.0,2021-01-21,52.70544474393531
1.0,2021-01-22,53.46695417789758
1.0,2021-01-23,53.474609164420485
1.0,2021-01-24,52.572291105121295
1.0,2021-01-25,52.3533153638814
1.0,2021-01-26,52.376819407008085
1.0,2021-01-27,52.41530997304582
1.0,2021-01-28,52.41617250673855
1.0,2021-01-29,53.190943396226416
1.0,2021-01-30,53.20312668463612
1.0,2021-01-31,52.3589218328841
1.0,2021-02-01,52.81423180592992
1.0,2021-02-02,53.15493261455526
1.0,2021-02-03,53.36819407008086
1.0,2021-02-04,53.36172506738544
1.0,2021-02-05,53.55719676549865
1.0,2021-02-06,53.31622641509434
1.0,2021-02-07,52.42716981132075
1.0,2021-02-08,52.431805929919136
1.0,2021-02-09,52.5233423180593
1.0,2021-02-10,52.53304582210242
1.0,2021-02-11,52.59859838274932
1.0,2021-02-12,53.45563342318059
1.0,2021-02-13,53.4722371967655
1.0,2021-02-14,52.573477088948785
1.0,2021-02-15,52.61757412398922
1.0,2021-02-16,52.64797843665768
1.0,2021-02-17,52.655417789757415
1.0,2021-02-18,52.68280323450135
1.0,2021-02-19,53.48733153638814
1.0,2021-02-20,53.48086253369272
1.0,2021-02-21,52.574986522911054
1.0,2021-02-22,52.590943396226415
1.0,2021-02-23,52.64258760107817
1.0,2021-02-24,52.6844204851752
1.0,2021-02-25,52.704474393530994
1.0,2021-02-26,53.49078167115903
1.0,2021-02-27,53.54318059299192
1.0,2021-02-28,52.60010781671159
1.0,2021-03-01,53.87827493261455
1.0,2021-03-02,53.95989218328841
1.0,2021-03-03,54.00118598382749
1.0,2021-03-04,54.0188679245283
1.0,2021-03-05,54.752991913746634
1.0,2021-03-06,54.726037735849054
1.0,2021-03-07,53.880215633423184
1.0,2021-03-08,54.08043126684636
1.0,2021-03-09,54.45768194070081
1.0,2021-03-10,54.737035040431266
1.0,2021-03-11,54.78598382749326
1.0,2021-03-12,55.42954177897574
1.0,2021-03-13,55.34177897574124
1.0,2021-03-14,54.28819407008086
1.0,2021-03-15,53.944474393530996
1.0,2021-03-16,53.97595687331536
1.0,2021-03-17,53.98501347708895
1.0,2021-03-18,54.01919137466307
1.0,2021-03-19,54.777142857142856
1.0,2021-03-20,54.81380053908356
1.0,2021-03-21,53.9788679245283
1.0,2021-03-22,54.00312668463612
1.0,2021-03-23,54.01897574123989
1.0,2021-03-24,54.040754716981134
1.0,2021-03-25,54.09045822102426
1.0,2021-03-26,54.868140161725066
1.0,2021-03-27,54.88743935309973
1.0,2021-03-28,54.00797843665768
1.0,2021-03-29,54.02415094339623
1.0,2021-03-30,54.046037735849055
1.0,2021-03-31,54.07482479784367
1.0,2021-04-01,54.0288948787062
1.0,2021-04-02,55.150727762803236
1.0,2021-04-03,54.99849056603774
1.0,2021-04-04,54.24355795148248
1.0,2021-04-05,53.87978436657682
1.0,2021-04-06,53.87956873315364
1.0,2021-04-07,53.899083557951485
1.0,2021-04-08,53.917628032345014
1.0,2021-04-09,54.05530997304582
1.0,2021-04-10,54.038274932614556
1.0,2021-04-11,53.146522911051214
1.0,2021-04-12,53.867924528301884
1.0,2021-04-13,53.92905660377358
1.0,2021-04-14,53.90242587601078
1.0,2021-04-15,54.00657681940701
1.0,2021-04-16,54.82566037735849
1.0,2021-04-17,54.821239892183286
1.0,2021-04-18,53.9566576819407
1.0,2021-04-19,54.240431266846365
1.0,2021-04-20,54.293908355795146
1.0,2021-04-21,54.27266846361186
1.0,2021-04-22,54.31654986522911
1.0,2021-04-23,55.11202156334232
1.0,2021-04-24,55.177142857142854
1.0,2021-04-25,53.95180592991914
1.0,2021-04-26,54.765175202156335
1.0,2021-04-27,55.04237196765499
1.0,2021-04-28,55.170673854447436
1.0,2021-04-29,54.98695417789757
1.0,2021-04-30,55.75676549865229
1.0,2021-05-01,55.819838274932614
1.0,2021-05-02,54.74706199460916
1.0,2021-05-03,54.96700808625337
1.0,2021-05-04,54.946954177897574
1.0,2021-05-05,54.940592991913746
1.0,2021-05-06,54.98975741239892
1.0,2021-05-07,55.5477088948787
1.0,2021-05-08,55.46177897574124
1.0,2021-05-09,54.79547169811321
1.0,2021-05-10,54.82512129380054
1.0,2021-05-11,54.84355795148248
1.0,2021-05-12,55.12053908355795
1.0,2021-05-13,55.0377358490566
1.0,2021-05-14,55.86199460916442
1.0,2021-05-15,55.86900269541779
1.0,2021-05-16,55.00625336927224
1.0,2021-05-17,55.002048517520215
1.0,2021-05-18,54.51018867924528
1.0,2021-05-19,54.52226415094339
1.0,2021-05-20,54.54781671159029
1.0,2021-05-21,55.70932614555256
1.0,2021-05-22,55.92657681940701
1.0,2021-05-23,54.82436657681941
1.0,2021-05-24,54.65822102425876
1.0,2021-05-25,54.65584905660377
1.0,2021-05-26,54.68808625336927
1.0,2021-05-27,54.9799460916442
1.0,2021-05-28,55.78210242587601
1.0,2021-05-29,55.80970350404313
1.0,2021-05-30,54.90878706199461
1.0,2021-05-31,54.940485175202156
1.0,2021-06-01,54.96129380053908
1.0,2021-06-02,54.99299191374663
1.0,2021-06-03,55.078490566037736
1.0,2021-06-04,55.93423180592992
1.0,2021-06-05,55.7733692722372
1.0,2021-06-06,54.830512129380054
1.0,2021-06-07,54.93746630727763
1.0,2021-06-08,55.16086253369272
1.0,2021-06-09,55.12183288409703
1.0,2021-06-10,55.13746630727763
1.0,2021-06-11,55.67309973045822
1.0,2021-06-12,55.55827493261455
1.0,2021-06-13,54.69617250673854
1.0,2021-06-14,54.85078167115903
1.0,2021-06-15,54.96355795148248
1.0,2021-06-16,54.98760107816712
1.0,2021-06-17,54.987493261455526
1.0,2021-06-18,55.73261455525606
1.0,2021-06-19,55.643018867924525
1.0,2021-06-20,54.67169811320755
1.0,2021-06-21,54.70307277628032
1.0,2021-06-22,54.731967654986526
1.0,2021-06-23,54.72830188679245
1.0,2021-06-24,54.75805929919137
1.0,2021-06-25,55.76851752021563
1.0,2021-06-26,55.76053908355795
1.0,2021-06-27,54.80679245283019
1.0,2021-06-28,54.822964959568736
1.0,2021-06-29,55.089164420485176
1.0,2021-06-30,55.10231805929919
1.0,2021-07-01,55.20064690026954
1.0,2021-07-02,55.97304582210243
1.0,2021-07-03,55.873854447439356
1.0,2021-07-04,54.57380053908356
1.0,2021-07-05,54.60064690026954
1.0,2021-07-06,54.62156334231806
1.0,2021-07-07,54.62641509433962
1.0,2021-07-08,54.704582210242584
1.0,2021-07-09,55.513315363881404
1.0,2021-07-10,55.45897574123989
1.0,2021-07-11,54.482479784366575
1.0,2021-07-12,54.45099730458221
1.0,2021-07-13,54.46469002695418
1.0,2021-07-14,54.47245283018868
1.0,2021-07-15,54.57056603773585
1.0,2021-07-16,55.441401617250676
1.0,2021-07-17,55.46630727762803
1.0,2021-07-18,54.67277628032345
1.0,2021-07-19,54.63428571428572
1.0,2021-07-20,54.644851752021566
1.0,2021-07-21,54.630188679245286
1.0,2021-07-22,54.64938005390835
1.0,2021-07-23,55.578975741239894
1.0,2021-07-24,55.46070080862534
1.0,2021-07-25,54.52032345013477
1.0,2021-07-26,54.4655525606469
1.0,2021-07-27,54.47913746630728
1.0,2021-07-28,54.486361185983824
1.0,2021-07-29,54.561509433962264
1.0,2021-07-30,55.41897574123989
1.0,2021-07-31,55.43482479784367
1.0,2021-08-01,58.51407008086253
1.0,2021-08-02,58.49940700808625
1.0,2021-08-03,58.53811320754717
1.0,2021-08-04,58.521293800539084
1.0,2021-08-05,58.59611859838275
1.0,2021-08-06,59.448086253369276
1.0,2021-08-07,59.45962264150943
1.0,2021-08-08,58.51525606469003
1.0,2021-08-09,58.47407008086253
1.0,2021-08-10,58.49078167115903
1.0,2021-08-11,58.49477088948787
1.0,2021-08-12,58.58177897574124
1.0,2021-08-13,59.427708894878705
1.0,2021-08-14,59.421024258760106
1.0,2021-08-15,58.49574123989218
1.0,2021-08-16,58.558706199460914
1.0,2021-08-17,58.572506738544476
1.0,2021-08-18,58.5788679245283
1.0,2021-08-19,58.65175202156334
1.0,2021-08-20,59.5111590296496
1.0,2021-08-21,59.41390835579515
1.0,2021-08-22,58.50350404312668
1.0,2021-08-23,58.735633423180595
1.0,2021-08-24,58.735633423180595
1.0,2021-08-25,58.73207547169811
1.0,2021-08-26,58.74156334231806
1.0,2021-08-27,59.65304582210243
1.0,2021-08-28,59.594824797843664
1.0,2021-08-29,58.6844204851752
2.0,2020-09-01,71.11528564076171
2.0,2020-09-02,70.94184251158003
2.0,2020-09-03,71.4341224909933
2.0,2020-09-04,73.99794132784353
2.0,2020-09-05,74.58672156459085
2.0,2020-09-06,72.21513124034998
2.0,2020-09-07,72.1407617086979
2.0,2020-09-08,72.17601646937725
2.0,2020-09-09,72.29670612454967
2.0,2020-09-10,72.28718476582604
2.0,2020-09-11,74.46603190941842
2.0,2020-09-12,74.56845084920226
2.0,2020-09-13,72.4498198661863
2.0,2020-09-14,72.18373648996398
